scorer,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290
8,892.8327,530.8254,1.0,901.31555,512.4018,1.0,874.26624,517.0826,1.0,851.0701,509.7394,0.11174011,883.6993,479.0994,1.0,845.7905,485.9359,0.93804365,861.22,473.87012,1.0,857.21606,450.1959,0.9019962,853.3076,421.95078,0.9804211,848.3659,401.30173,0.84511286,833.9919,367.3508,0.865566,819.2033,325.08014,0.85873884,836.5043,281.1482,0.9534873
9,895.5248,526.1781,1.0,905.2022,508.22183,1.0,878.20544,513.729,0.9719451,875.0879,532.0868,0.23062803,884.97705,480.1697,1.0,847.3544,489.73727,0.9929701,864.14557,478.4257,1.0,856.47064,452.5806,0.94213563,851.01666,424.68307,0.9230181,847.975,404.1541,0.9259451,832.19055,369.15814,0.84450835,816.4054,328.9623,0.97322667,830.9566,283.0053,0.9831963
10,893.40753,531.0526,1.0,901.019,511.98026,1.0,876.5046,518.7429,1.0,877.7808,537.9249,0.106105015,885.3539,485.60388,1.0,848.3322,497.05118,0.9640348,863.51556,481.7873,1.0,855.8849,457.8856,0.9080702,850.13214,428.60065,0.91256833,849.47046,406.36072,0.9156437,835.2782,371.68497,0.89542323,818.5982,331.59702,0.93618715,832.4831,286.12372,0.9025899
11,903.33655,536.62195,1.0,910.94104,517.43494,1.0,884.1659,525.0572,1.0,882.8701,549.2649,0.18466099,887.7713,491.51617,0.9887816,852.34485,502.86746,1.0,866.2422,489.18158,1.0,859.6217,462.32892,0.9514747,853.10333,430.80893,0.89124596,850.0812,408.8512,0.7364926,837.9356,375.99197,0.8798626,818.8011,335.84995,0.89559656,829.961,286.73334,0.95264536
12,907.11237,539.1683,1.0,915.47003,519.03076,1.0,890.46405,527.4798,0.8638189,865.0972,528.9682,0.13782479,891.06244,493.54843,0.9613727,854.4865,506.30374,1.0,868.96594,491.22644,1.0,860.87335,465.05734,0.94897664,853.89496,432.50223,0.9722401,849.6769,409.85165,0.8817144,837.88855,374.0826,0.8573666,817.64844,334.3337,0.9168647,828.25116,287.24,0.95498836
13,904.68756,539.08154,1.0,911.8152,516.08875,1.0,886.05646,526.9516,0.98758245,865.59424,529.3999,0.13163081,891.202,493.65808,0.9694259,855.33734,506.07172,0.96871585,869.117,490.7163,1.0,861.6196,464.62866,0.9457722,854.7715,433.27676,0.93262196,849.4914,410.62653,0.91790813,836.859,375.22522,0.87308884,816.97,335.40524,0.9163388,827.9112,288.39276,0.93277466
14,902.97455,523.704,0.96570826,907.9795,504.8381,1.0,881.18,515.5635,1.0,893.6728,550.2041,0.58029306,892.1356,490.0994,0.8854653,855.8833,503.8732,0.8683027,870.97986,488.16983,1.0,862.89166,463.10962,0.9783638,855.17725,432.54327,0.8932344,849.77686,411.09866,0.86003524,837.959,376.92252,0.88251346,816.9691,336.29312,0.86731267,827.6911,289.32117,0.8883445
15,896.55536,520.9914,0.98403966,905.7286,502.1423,1.0,875.4285,510.60916,0.97587085,892.32666,548.8027,0.74089307,893.1028,488.70773,0.8385816,855.58167,503.3167,0.853763,871.90045,488.00995,0.94415855,863.1277,462.9463,1.0,853.92914,433.3054,0.8914255,849.8013,411.69156,0.8572987,838.8783,377.0526,0.8300146,818.3703,337.1157,0.8423764,827.1099,288.52393,0.92919457
16,892.9781,502.79727,0.9197974,902.6026,490.10614,1.0,874.209,499.12653,0.962041,893.94165,548.87085,1.0,897.2937,483.26288,0.7266917,855.2787,502.95935,0.88942385,875.3153,486.42108,0.7229949,859.7167,461.03156,0.9662176,853.19135,433.68735,0.92721677,850.3046,411.7778,0.89782727,839.58276,377.52057,0.8470211,819.16656,337.83746,0.83395416,826.789,288.39728,0.9291641
17,886.8037,495.29355,1.0,896.14105,483.13745,1.0,869.9008,488.93652,1.0,895.02655,547.75336,0.93592995,903.4141,487.45624,0.3463631,854.2345,501.2654,0.91568756,875.1494,478.2491,0.31112635,870.33264,464.96616,0.78534883,858.45325,435.48224,0.9528319,851.55383,411.0361,0.9531185,839.0432,375.5364,0.8231787,819.1682,337.06274,0.8332552,826.75323,288.05927,0.9599698
18,883.6431,487.63745,1.0,891.0218,470.21924,1.0,863.8599,479.92532,1.0,896.0388,547.8203,0.9340838,859.2723,496.15656,0.31077155,853.8139,500.28882,0.8603328,870.33716,474.87027,0.19346237,865.8297,461.1912,0.74987495,858.8668,433.06866,0.9878442,850.6886,411.4458,0.8002862,841.7733,379.63992,0.89187163,820.8879,338.84882,0.76813567,825.70416,288.7474,0.82526666
19,874.93695,473.25214,1.0,886.3926,462.75134,1.0,858.3222,469.9812,1.0,894.7152,547.44855,0.9868527,899.3373,482.68814,0.41063678,853.69635,500.6701,1.0,860.73,482.58505,0.08140927,864.10474,458.93445,0.661069,858.21515,434.3381,0.9011367,850.72864,411.2323,0.8013814,840.29626,377.88828,0.8938103,821.336,338.29654,0.76103365,824.599,288.77374,0.4971029
20,870.3949,463.7583,1.0,880.11487,456.4296,1.0,853.7871,461.20065,1.0,893.9365,545.706,0.92329174,896.3878,482.87732,0.8081964,851.4155,499.50775,1.0,860.4942,480.30667,0.07046545,859.2916,453.35095,0.62112355,855.0115,430.20383,0.8715462,849.98914,410.3608,0.7140939,840.0411,378.42514,0.93392664,820.44855,337.428,0.7740662,826.0753,287.2679,0.8377858
21,864.78156,455.74393,1.0,878.1344,448.02695,1.0,854.6381,451.81476,1.0,895.2051,543.1924,0.86507595,896.67816,482.29468,0.83683616,852.05676,498.10406,1.0,862.7888,475.4569,0.07589768,855.1281,454.38132,0.35254234,855.1384,429.92703,0.80120796,849.1276,411.47803,0.8301325,840.46155,377.89746,0.9328269,820.5729,337.7095,0.824304,826.10114,286.70728,0.9404452
22,870.9401,460.10385,1.0,880.6174,453.67505,1.0,854.74927,458.27884,1.0,895.45996,543.56067,0.8966208,896.8074,480.4359,0.8441656,851.80524,498.1682,1.0,864.3136,483.70822,0.060590252,858.00305,455.0038,0.5829871,854.2401,430.02924,0.83426756,850.1044,410.95905,0.7050376,841.20667,378.82944,1.0,820.33093,338.80008,0.7969024,826.19904,287.34103,0.9523419
23,874.06934,462.74963,1.0,884.61224,455.0843,1.0,857.3416,459.7252,0.99223304,896.4266,544.65106,0.9422771,898.4909,482.0151,0.74173987,852.46124,498.08743,1.0,863.97577,484.27823,0.06678307,859.5401,455.7326,0.64559305,855.58813,430.8479,0.9498927,849.9498,410.6075,0.67217916,841.8411,379.89383,1.0,820.88855,340.5438,0.77869385,825.81024,287.28656,0.96942323
24,873.4545,464.05096,1.0,883.2437,455.16425,1.0,855.48944,461.36224,1.0,895.76855,544.1032,0.91587627,898.4665,480.13013,0.84831405,852.502,498.0794,1.0,863.83466,483.04816,0.06128605,859.9367,454.09207,0.67635936,855.6599,430.75565,0.9099071,850.0668,410.13586,0.6994248,842.076,380.42816,0.9686565,820.41614,340.08902,0.75529224,825.80164,287.3043,0.95402557
25,873.79083,464.64954,1.0,884.0965,455.38452,1.0,856.6481,461.23706,1.0,896.6122,543.5088,0.9311324,897.9867,479.73166,0.67447394,852.55347,498.03174,1.0,863.19745,483.40915,0.06668032,859.2166,454.61472,0.7190527,854.5077,430.2137,0.9338882,849.86993,410.32553,0.65129113,841.728,379.65247,0.9598233,819.9655,339.53412,0.757008,826.018,287.01843,0.9728835
26,873.77924,461.02847,1.0,884.2551,454.41318,1.0,857.53845,459.0378,1.0,896.78864,542.92365,0.9751476,896.8574,475.66382,0.5921703,852.21466,497.3934,1.0,860.09546,477.57968,0.057845276,858.23285,458.1884,0.6432545,854.1891,430.34464,0.8808022,849.46185,409.8068,0.7041638,841.0472,378.97513,0.94968927,820.11346,339.14682,0.75400674,825.7582,287.0185,0.9395066
27,871.9528,459.36096,1.0,881.8914,451.65143,1.0,856.21875,457.4431,1.0,896.9652,541.3297,1.0,897.4285,477.21216,0.7122112,852.04016,497.06903,1.0,859.9922,478.43835,0.061275695,856.3896,456.5069,0.57772607,852.6925,430.2255,0.8290207,849.1306,410.506,0.66656864,841.79065,380.75513,0.9885435,820.39923,340.30704,0.7359346,825.75183,286.9322,0.9600373
28,864.20056,450.51578,1.0,877.7236,443.37466,1.0,853.50586,447.19608,0.9953613,897.7034,538.4939,0.9732721,896.9649,476.94244,0.83300036,851.86206,495.47552,1.0,864.6157,474.46658,0.07673724,857.589,446.71332,0.4053455,850.5284,426.53793,0.81489474,848.7664,409.43927,0.53529274,841.08795,380.6318,0.9846191,821.21387,340.2025,0.7567541,825.69934,286.89905,0.9566707
29,858.5804,442.60892,1.0,872.05066,438.33356,1.0,847.2913,446.40662,0.8908395,898.89417,535.7828,0.961278,895.93634,475.04855,0.9357546,850.79736,496.63998,1.0,860.3231,443.0492,0.07914034,848.81586,460.88986,0.4099853,847.685,430.62308,0.64279556,847.8937,410.42923,0.8340226,839.60297,376.4148,0.9042691,819.50525,337.84875,0.82589906,823.924,287.33972,0.7967689
30,859.01514,447.05862,1.0,871.4281,440.2409,1.0,845.93964,447.27905,0.8446667,897.7914,536.71155,0.9469846,894.9183,475.47336,0.93438756,850.5402,496.24533,1.0,859.6926,443.5175,0.06698473,855.0223,443.86307,0.3023943,852.6907,427.28708,0.6764114,850.2948,409.27585,0.6594023,840.86554,378.85583,0.9526466,819.4933,339.46936,0.80640084,823.9508,287.56097,0.801891
31,860.8975,451.50964,1.0,875.25745,444.25235,1.0,850.6528,449.02893,1.0,898.39087,537.96826,0.9840784,895.65533,476.1805,0.894201,851.5008,495.85822,1.0,864.6253,473.32925,0.07216486,856.6424,445.78473,0.35132238,850.937,427.14624,0.81204194,849.64746,409.57794,0.59126323,842.1093,381.47073,0.9598205,821.108,342.79193,0.7083741,825.0371,288.14682,0.6807664
32,863.75183,449.1872,1.0,877.0882,442.59128,1.0,853.0714,446.4098,0.9845212,898.355,537.0242,0.9858637,896.80505,475.99023,0.81159747,851.5378,496.58633,1.0,863.9944,474.6802,0.08630624,856.2735,446.74088,0.3368739,850.06793,428.9623,0.777132,849.33905,409.18976,0.668359,839.8732,378.60892,0.9699847,819.4853,338.86017,0.8056847,825.13116,285.4766,0.9336644
33,864.8226,449.1865,1.0,877.669,442.6306,1.0,853.9919,446.61295,0.9777997,898.1163,537.36505,0.97630256,897.1846,476.10123,0.81670564,851.6833,496.47787,1.0,864.21576,474.78528,0.09981955,856.2224,447.13663,0.3549017,849.97687,428.00916,0.7725185,849.35034,409.6265,0.5989263,840.0831,378.59253,0.97321004,820.39905,337.85162,0.79469186,825.13135,286.226,0.9584174
34,865.96204,448.1023,1.0,877.5942,441.5045,1.0,854.57654,446.58752,0.93699485,898.9761,536.4051,0.98827726,897.3988,475.7811,0.7895998,852.06134,496.36697,1.0,864.0597,475.1643,0.09339711,851.7604,454.7919,0.33798596,850.0843,429.68887,0.79762673,849.4611,409.94473,0.6191446,840.46533,379.4224,0.9686847,820.4508,338.19443,0.78795606,825.05707,286.29263,0.95413524
35,866.1586,451.01764,1.0,877.724,443.6431,1.0,854.7647,448.52927,0.97482884,898.6651,537.4345,1.0,897.67267,475.85956,0.8082555,852.0872,495.04108,1.0,863.71405,473.13135,0.0731829,853.2351,452.82266,0.3446348,851.54596,429.25473,0.76793873,849.8688,409.2881,0.71149707,840.1857,378.90787,0.980974,820.03516,338.4976,0.7902281,824.8938,286.26392,0.9327328
36,867.3528,453.387,1.0,878.4383,446.13126,1.0,856.0513,450.44235,0.94609046,898.3027,538.3126,1.0,897.3862,475.8663,0.7920735,852.38556,495.339,1.0,862.2336,473.3192,0.08460907,854.1783,453.56384,0.4212654,851.35443,429.66846,0.80410326,850.28955,408.65683,0.776368,840.0513,377.91403,0.97354203,820.0467,339.37646,0.7927703,824.7326,286.42578,0.9421236
37,870.03735,451.30115,1.0,879.9638,443.68094,1.0,856.6093,450.36234,0.9702223,898.29987,537.89325,1.0,897.8745,475.54218,0.74483347,851.7927,495.61105,1.0,861.4768,473.89737,0.115586266,852.783,456.17517,0.44793049,850.97064,432.185,0.85629326,849.9837,409.1265,0.8582115,839.9581,378.32132,0.9992591,820.10364,339.13275,0.80725,824.90186,286.36038,0.9438322
38,869.89484,455.92627,1.0,881.06744,447.04523,1.0,856.7748,453.07455,0.9501395,898.0035,538.50543,1.0,897.55493,474.95688,0.7654851,852.5472,495.29614,1.0,859.82434,472.62137,0.060590316,855.0285,453.78998,0.49289885,852.16846,429.65186,0.81753975,850.41113,408.85568,0.6877468,841.8405,380.46387,1.0,820.5857,340.3971,0.7497998,824.90216,285.85202,0.95240575
39,870.1483,456.683,1.0,881.3008,447.50476,1.0,856.8916,453.96103,0.9579009,897.68555,539.1278,1.0,897.56226,474.74942,0.7525743,852.5967,495.3677,1.0,858.38477,472.1316,0.05826808,855.6557,453.51596,0.48717454,852.06866,429.04062,0.82677025,850.28357,408.62576,0.67680734,840.6018,378.78613,0.9997379,820.16736,339.24097,0.77192533,824.7607,286.12585,0.9361438
40,869.7871,457.85825,1.0,882.121,448.03198,1.0,857.0579,454.3572,0.9633272,897.4989,539.1289,1.0,897.593,474.72372,0.7280642,852.6461,495.1582,1.0,857.5827,471.80975,0.056379866,855.76227,453.3237,0.4826471,852.9059,428.67252,0.830976,850.07245,408.85095,0.613896,840.3234,379.64835,0.9907007,820.4744,338.90167,0.7796229,824.73456,285.96005,0.9481591
41,872.7841,459.49707,1.0,882.74005,451.1577,1.0,856.57367,456.0475,1.0,897.42004,539.6052,1.0,896.65314,471.3071,0.62530154,852.5903,495.43094,1.0,863.21674,482.83005,0.048686665,857.5268,452.23203,0.5194783,853.5755,428.90662,0.86098653,849.23816,410.3643,0.57030195,838.7605,377.90274,0.94200844,819.899,336.74628,0.8026547,824.8576,285.7414,0.94476116
42,873.41504,460.25543,1.0,883.38477,452.14673,1.0,857.2915,456.87595,1.0,897.00885,540.2533,1.0,896.41516,471.62152,0.583537,853.0357,495.296,1.0,863.6257,483.38544,0.04931523,858.4766,452.8738,0.568731,854.1095,428.5405,0.9140901,849.6032,410.43295,0.5453837,840.5398,379.6804,1.0,819.9842,338.0946,0.8112507,824.9036,286.09793,0.9455745
43,874.85126,462.50183,1.0,884.78827,455.39578,1.0,857.5668,459.49094,1.0,897.0166,540.3368,1.0,896.46234,471.74576,0.46990874,852.65826,495.0371,0.99680686,863.87946,483.2142,0.047843434,858.9537,453.27408,0.6858155,854.62006,428.99387,0.9453198,849.6482,410.25034,0.57471174,841.1458,379.73376,1.0,819.6184,339.13904,0.78966707,824.5589,286.18405,0.935279
44,876.412,464.511,1.0,885.5838,456.1372,1.0,858.3067,460.63794,1.0,896.9943,540.63153,0.9881171,896.24066,472.18124,0.21743014,853.8018,494.4936,0.9642311,859.4335,477.71896,0.047897603,858.91876,452.96628,0.71165967,854.5611,429.11417,0.92301863,849.64886,410.37308,0.5739755,840.984,379.8856,1.0,819.80365,339.1839,0.78876793,824.79553,285.63904,0.95582354
45,876.9985,466.3659,1.0,886.0181,454.87006,1.0,858.9485,461.16928,1.0,896.9071,540.9563,0.9734971,896.91016,472.2081,0.23278426,853.93884,494.3665,0.9657098,859.60065,477.13397,0.049023863,859.4634,452.7809,0.7174017,854.94763,429.48288,0.8909475,849.6831,410.13055,0.6246454,841.4903,379.95322,0.99197775,820.3889,340.47003,0.75359046,824.5235,286.12756,0.9489569
46,877.4832,470.29678,1.0,887.7993,457.1163,1.0,859.05817,464.47845,1.0,897.1198,541.433,0.978725,897.7361,472.6069,0.24144316,853.5312,495.21176,0.9811469,865.1945,463.65106,0.0799021,861.82666,452.59308,0.7177963,856.34625,429.35416,0.9030004,849.9171,410.22684,0.5884579,841.6293,380.78702,0.98478264,820.1868,340.2793,0.7624285,824.7672,285.95667,0.963522
47,878.6716,471.185,1.0,890.2543,459.54495,1.0,862.4813,468.65527,1.0,897.31305,541.83887,0.9732857,899.22504,472.29514,0.25107932,854.6762,494.99182,0.9806935,866.9763,466.1993,0.1363959,862.59314,454.70563,0.76631755,856.23364,430.1958,0.9317006,849.8606,410.4348,0.5374517,843.4304,382.5146,0.9403393,821.0449,342.04672,0.7550608,824.52527,286.2381,0.94212437
48,879.53125,470.2852,1.0,887.6928,459.0805,1.0,863.5545,471.32156,1.0,896.998,542.7109,0.9293165,900.04565,472.00824,0.1785534,854.5594,494.5915,0.9478788,868.0635,466.59573,0.13024114,865.0591,454.92538,0.7084271,858.4977,430.70984,0.9413677,849.66693,410.78976,0.46511197,842.89874,383.1245,0.92282057,821.1019,342.37216,0.7507295,824.67566,286.20535,0.938712
49,879.2402,473.1072,1.0,889.07764,462.56635,1.0,864.33795,472.43115,1.0,896.93915,542.9854,0.94658166,898.3993,473.61044,0.27767596,854.7589,494.87155,0.96379966,868.5186,467.95245,0.12319606,867.3425,456.45767,0.71201545,858.89465,432.67316,0.9595961,847.95447,411.04456,0.5485793,842.3619,381.4012,0.9019403,820.43097,339.8914,0.7430857,824.72723,286.10428,0.94469374
50,883.3812,476.58673,1.0,890.862,464.73563,1.0,865.4564,473.0879,1.0,897.1761,543.2859,0.9394969,899.5064,471.11707,0.14764152,854.4432,494.37793,0.9215183,866.7554,472.9233,0.19972007,866.5247,456.21094,0.72301644,857.6674,433.22852,0.9430687,846.93225,411.84525,0.46918157,843.29205,382.9444,0.8816052,821.0524,341.30716,0.7550173,824.73535,286.03412,0.95153874
